,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
146466,2c96fb6c1ff707cb,say consider canvas canvas thing ask editor vote say canvas call troll human right violator censorship supporter recently like lick ass dyk contributor approval etc,1,0,0,0,0,0,toxic,1
146504,2d29c4cea5a9b876,eat blow,1,0,0,0,0,0,toxic,1
146565,2e282a1078a46934,feel hurt block forever bad gladys bad bad bad,1,0,0,0,0,0,toxic,1
146636,2f3bba972967f40c,write final warn say thing fuck employer douche good way block fast tone language pay attention greaseman dead continue add continue lie wikipedia report aiv isp verizon stop final warn neutralhomer talk yes use language talk page booboo feel well apologize enjoy nice summer eve need stop lie say greaseman dead death report source consider reliable wikipedia standard little attention detail appreciate eve report tell admit retract lie consider matter close fair let look odd write style continue add continue lie wikipedia lie wikipedia contrary assertion lie screw threat report isp eve pathetic pop yes report away,1,0,0,0,0,0,toxic,1
146662,2fa9472be53590b1,hey simon remember yeah start wiki war,1,0,0,0,0,0,toxic,1
146702,306ab9b95b341139,wait justify risible claim stop stalk harass,1,0,0,0,0,0,toxic,1
146703,306eae9bf368d017,hello find real nice sex pic soon possible site,1,0,0,0,0,0,toxic,1
146801,31c0818664c621a2,behinderte russen mean retard russians switzerland follow defeat swiss team world cup derive stereotype ukrainian similar russians mentally retard facially similar afflict syndrome,1,0,0,0,0,0,toxic,1
146823,32053e0694586be9,hate gut lol,1,0,0,0,0,0,toxic,1
146835,325fdd0051a85250,utc eat crab phaedriel rotten cunt,1,0,0,0,0,0,toxic,1
146848,3285f84cf1afb7f6,lot exam study moment fuck bias wikipedia reply straight away comment post bigdunc,1,0,0,0,0,0,toxic,1
146921,33e004bafed35d1b,merge delete hell,1,0,0,0,0,0,toxic,1
146935,341e18f9ffda370f,like sex little boy,1,0,0,0,0,0,toxic,1
146966,3488ee3718fc9c7d,happen tidbit stand time leave comment bed right absolute jerk insult respond instantly respond obvious explain reason defend person think abusive expect apologize know continue path block contribs continue misrepresent original objection objection respond hour portray objection instead object dodo address actual objection driveby deletion template respond complaint address objection day imply original complaint eventually address objection irresponsibly probably maliciously try look bad guy object dodo repeat rapid deletion wait consensus etc dodo try act theory arguably criticizable slap repeatedly delete edit wait sort consensus etc evidently position dodo detail respond repeat detail complaint behavior reason busy busy time repeatedly delete post sense answer simple dodo suspect self appoint info nazi time slap user easy take little time time actually defend action challenge dodo semi professional busybody strut stuff interfere use stop,1,0,0,0,0,0,toxic,1
146979,34c38e7fbffd821f,cool idc mate sook sook deal sook look message mean wikipedia,1,0,0,0,0,0,toxic,1
146995,34f0b4eee0161176,yiur house ugly,1,0,0,0,0,0,toxic,1
147008,3541c8c5d482570e,disgrace article kemor delete arabian prince member vandalism block,1,0,0,0,0,0,toxic,1
147034,35cfe74bf5a1279b,source paragraph respond personal attack paranoid accusation behavior topical self delusion crap,1,0,0,0,0,0,toxic,1
147052,3610407f43fcf594,attitude stand ovation middle,1,0,0,0,0,0,toxic,1
147225,38e92caa6fbbf5cb,desist obvious reader childishly pompous self fool edit reek petty narcisism bombast bother check edit clean bad prose day expect gratitude respect editor prefer waste time finger wag improve encyclopedia fact get richly deserve,1,0,0,0,0,0,toxic,1
147250,39411f0f74479b28,bro understand hour ban explain fuck fag,1,0,0,0,0,0,toxic,1
147251,3941e96851355a3b,boo hoo blood sweat tear hour painstaking edit come hatchet job article btw ministry sbc ordain shame train waste wikipedia venue loser cry listen thumb sbc discernment know garbage exposit worthless dangerous click,1,0,0,0,0,0,toxic,1
147257,3958c8e04f0ced6f,uhhhh site touch article,1,0,0,0,0,0,toxic,1
147316,3a4f3000a20eca80,follow track molester seek child bias hatred inappropriate temper action lad,1,0,0,0,0,0,toxic,1
147365,3b51d2e3fe68348d,wikipedia biae run god hate pervert fred phelps website take sicken deprave porn article link etc child parent thank site completely bias founder demon worship objectivist stop delete comment hypocritical blind fascist hatemonger website,1,0,0,0,0,0,toxic,1
147378,3b78a6afd97003d5,brother hack,1,0,0,0,0,0,toxic,1
147502,3d4eaf72f069f950,respect earn respect user troll stalker respect close ban bother read inflammatory garbage write wikipedia troll posse,1,0,0,0,0,0,toxic,1
147514,3d8641caa6091a29,come man,1,0,0,0,0,0,toxic,1
147515,3d876ef81c8cc38c,old redneck joke point people racist guess matter hard try racist mess hate racist communist,1,0,0,0,0,0,toxic,1
147535,3dd901056b83ae28,leave constantly leave message thing thank get page take fag,1,0,0,0,0,0,toxic,1
147669,4000d3b8a3b58628,thegut gut improve english article instead mark deletion mature gut quit article,1,0,0,0,0,0,toxic,1
147711,409b72640b67f366,nutcase sick bloody nutcase,1,0,0,0,0,0,toxic,1
147806,421010b18bfd1899,let know life hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate hate,1,0,0,0,0,0,toxic,1
147866,42e49b43cafcf173,gay look young buck faggit,1,0,0,0,0,0,toxic,1
147883,432301863556ac2f,tony blairs tosser,1,0,0,0,0,0,toxic,1
147894,4363829d8c10c2c8,hmmmmm hmmmmm wikistalking harrassment sorry people want hide gay hero read article show enjoy gay sex especially people condemn gay sex practice ted haggard away bad stigma time gay sex practicer come closet admit like gay sex imo old say try like true think people try gay sex okay imo wife kid enjoy gay sex meth popper try like,1,0,0,0,0,0,toxic,1
147942,4428e787aee87fdb,take,1,0,0,0,0,0,toxic,1
147953,445268c1b685da2a,people gosh speak english claim mother tongue puh lease,1,0,0,0,0,0,toxic,1
147976,44b8869786522985,stalk god damnt,1,0,0,0,0,0,toxic,1
147980,44c8a8afcd44efe9,troll ask vandalise wikipediea want try rto useful ban troll qworty treasurytag,1,0,0,0,0,0,toxic,1
147991,44f277a396d0bba7,rat vchip power hell shit piss set chair destroyer world murder caffeinate concert ticket lady pec boob real reason people concert hot girl death punchies death kwon rigby bare ass free cake piss meat maker piss cannibalistic hot dog grill cheese deluxe purple nurple suggestive touch unicorns get lady flashback risque goth lady eat crotch ball attack unicorn prank callers brain tumor reveal character naked sugar gay rigby body suck turd mordecai rigbys crotch hump ello govnor evil taxi time rigby tongue kiss margaret discuss good movie sex appreciation day wrong peep imply naked pop dizzy imply naked pop mom mom joke imply sex high score gbf kick crotch rage kick junk hammer kill party pete guest breast line breast zoom sexual dance pop pete groin lump show brain eraser naked pop see episode imply long penis scene junk benson wrong receipt stab jam gutter crotch hump muscle woman junk tongue kiss big breast starla temp check wrong jinx jinx monster attack nsfw remark dirty raccoon naked people wrong solid shake weight grave sight zombie real wrestle wrestler rigby death night owl second base bunch baby duck smarter day viral pantie skunk karaoke stick hockey chinese man name chong ching chong bet blonde blonde stereotype,1,0,0,0,0,0,toxic,1
148010,453a308b7baab17f,bliv spirit shit hide call ian ian ian ian ian ian sikander stand chant lol,1,0,0,0,0,0,toxic,1
148081,467bb3d06e714a14,dog breath smell contempt look order krill,1,0,0,0,0,0,toxic,1
148256,494e2a56ac351fbb,gay porn user gay message try win gay award time share,1,0,0,0,0,0,toxic,1
148272,49883e64ac1cd1b7,user talk hollow wilerding right continue mock want goodbye bastard,1,0,0,0,0,0,toxic,1
148298,4a0338fda229cffd,chris eat lot peanut smell gym sock chicken dance well chiken,1,0,0,0,0,0,toxic,1
148303,4a0b7965a5c65190,poor guy steal pwne bad isp permban,1,0,0,0,0,0,toxic,1
148351,4b040436da15480e,communist mind dear son trully believe low education make difference status great life,1,0,0,0,0,0,toxic,1
148383,4b8465a54fa85619,idiotism intentional disruption page let wait newspaper make laugh stock,1,0,0,0,0,0,toxic,1
148400,4bce62ef091abced,stalk harassment chzz delete contribution page spite hypocrisy favoritism run rampant website,1,0,0,0,0,0,toxic,1
148435,4c5bff0002b4a7f1,stop send stupid message fix mistake article,1,0,0,0,0,0,toxic,1
148455,4cd75fb3ca00c6bd,take seriously wikipedia yeah realize think active contributor site make douchebag kind hint think good deter user stir place proportion totality shit project little society shallow incompetent proof failure principle individual level user lameasse cheap fun far know interact ridiculously pathetic,1,0,0,0,0,0,toxic,1
148515,4dfbf1bf515f827e,wait disregard suck cock,1,0,0,0,0,0,toxic,1
148600,4f2f403b11b1448b,article bad bad stupidly delete picture way hell need reason picture reason obvious game cover need stay delete large portion article becuase thay feel uneccesary idiotic,1,0,0,0,0,0,toxic,1
148680,50471e1e7a3d8b6e,inflate sense self live delusional world predictable funny hell,1,0,0,0,0,0,toxic,1
148698,50a46b62fbb1a109,report poop pant vandal people disrupt wikipedia people bend shape comment talk page address focus important write condescend comment image exclamation point avoid communicate people like people instead use impersonal language template style warn send notice bill collector hypothetically poopie pant feel like noble report kind comment aiv communicate way familiarly make uncomfortable vandalism personal attack emerge bureaucratic culture prevent wikipedia true form social network collaboration ahead nut pick people different ban remember vandalism ethnocentrism trial franz kafka xoxoxoxoxo,1,0,0,0,0,0,toxic,1
